event number,district,time received,shift,time dispatched,time arrived,callcode,call code description,call type,priority,unit id,is primary,address,city,latitude,longitude,geo count,geo error
16-000002,E,1/1/16 0:00,1,1/1/16 0:02,1/1/16 0:15,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,E501,TRUE,301 16TH ST;  ,JERSEY CITY,40.73345947,-74.04602814,1,S5HPNTSCZA
16-020741,W,1/28/16 11:36,2,1/28/16 11:37,1/28/16 11:37,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,MVS,9,W602,TRUE,188 FAIRVIEW AVE;  ,JERSEY CITY,40.72527313,-74.07614136,1,S5HPNTSCZA
16-020743,E,1/28/16 11:37,2,1/28/16 11:38,1/28/16 11:37,J18.00,MAIL PICK UP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E802,TRUE,75 BISHOP ST;  ,JERSEY CITY,40.71806717,-74.06575012,1,S5HPNTSCZA
16-020744,W,1/28/16 11:37,2,1/28/16 11:38,1/28/16 11:38,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W702,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-020751,W,1/28/16 11:42,2,1/28/16 11:46,1/28/16 11:53,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,WSLAF1,FALSE,166 HARRISON AVE; 7  ,JERSEY CITY,40.71953964,-74.07589722,1,S5HPNTSCZA
16-020751,W,1/28/16 11:42,2,1/28/16 11:46,1/28/16 11:53,H13.00,AMBULANCE REQUEST FOR; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,WP4,TRUE,166 HARRISON AVE; 7  ,JERSEY CITY,40.71953964,-74.07589722,1,S5HPNTSCZA
16-020752,W,1/28/16 11:45,2,1/28/16 11:46,1/28/16 12:03,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,WSRO1,FALSE,220 VIRGINIA AVE;  ,JERSEY CITY,40.71595001,-74.08417511,1,S5HPNTSCZA
16-020752,W,1/28/16 11:45,2,1/28/16 11:46,1/28/16 12:03,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,2,W202,TRUE,220 VIRGINIA AVE;  ,JERSEY CITY,40.71595001,-74.08417511,1,S5HPNTSCZA
16-020753,W,1/28/16 11:50,2,1/28/16 11:51,1/28/16 11:50,D29.00,DISABLED VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,WCON1,TRUE,DUNCAN AVE & STOCKTON AVE;  ,JERSEY CITY,40.73075867,-74.0858078,1,SX
16-020761,W,1/28/16 12:02,2,1/28/16 12:04,1/1/01 0:00,G13.00,USE/SALE OF DRUGS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,W502,TRUE,ATLANTIC ST & MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71467972,-74.07544708,1,SX
16-020762,E,1/28/16 12:04,2,1/28/16 12:07,1/1/01 0:00,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E802,TRUE,YORK ST & MARIN BLVD;  ,JERSEY CITY,40.71657181,-74.04251862,1,SX
16-020764,N,1/28/16 12:08,2,1/28/16 12:08,1/28/16 12:08,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N602,TRUE,33 PALISADE AVE;  ,JERSEY CITY,40.73076248,-74.05427551,1,S5HPNTSCZA
16-020764,N,1/28/16 12:08,2,1/28/16 12:08,1/28/16 12:08,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,7,N402,FALSE,33 PALISADE AVE;  ,JERSEY CITY,40.73076248,-74.05427551,1,S5HPNTSCZA
16-020767,N,1/28/16 12:17,2,1/28/16 12:18,1/28/16 13:00,B23.20,OTHER INTER/CONFLICT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,N602,FALSE,28 MILTON AVE;  ,JERSEY CITY,40.74861145,-74.0526123,1,S5HPNTSCZA
16-020767,N,1/28/16 12:17,2,1/28/16 12:18,1/28/16 13:00,B23.20,OTHER INTER/CONFLICT; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,911,2,N402,TRUE,28 MILTON AVE;  ,JERSEY CITY,40.74861145,-74.0526123,1,S5HPNTSCZA
16-020768,S,1/28/16 12:18,2,1/28/16 12:19,1/28/16 12:39,C16.00,TRESPASS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,SSBUR1,TRUE,83 BERGEN AVE; (1 FL),JERSEY CITY,40.7061882,-74.0871582,1,S5HPNTSCZA
16-020769,E,1/28/16 12:18,2,1/28/16 12:19,1/28/16 12:18,J11.00,VEHICLE SERVICE SHOP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,E202,TRUE,15 E LINDEN AVE;  ,JERSEY CITY,40.69113922,-74.08826447,1,S5HPNTSC-A
16-020771,N,1/28/16 12:20,2,1/28/16 12:23,1/28/16 12:29,B21.20,MERCHANT/CUSTOMER DISPUTE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,N302,FALSE,1 MILTON AVE;  ,JERSEY CITY,40.74765015,-74.05348206,1,S5HPNTSCZA
16-020771,N,1/28/16 12:20,2,1/28/16 12:23,1/28/16 12:29,B21.20,MERCHANT/CUSTOMER DISPUTE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,N102,TRUE,1 MILTON AVE;  ,JERSEY CITY,40.74765015,-74.05348206,1,S5HPNTSCZA
16-020775,E,1/28/16 12:27,2,1/28/16 12:28,1/1/01 0:00,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,9,E402,TRUE,207 7TH ST;  ,JERSEY CITY,40.72590637,-74.04273987,1,S5HPNTSCZA
16-020776,W,1/28/16 12:28,2,1/28/16 12:30,1/28/16 12:47,C22.00,THEFT PROP FROM VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,W102,TRUE,126 VROOM ST;  ,JERSEY CITY,40.72836304,-74.0665741,1,S5HPNTSCZA
16-020780,W,1/28/16 12:30,2,1/28/16 12:31,1/28/16 12:31,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WSLAF2,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-020780,W,1/28/16 12:30,2,1/28/16 12:31,1/28/16 12:31,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WSLAF1,FALSE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-020780,W,1/28/16 12:30,2,1/28/16 12:31,1/28/16 12:31,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,WP4,FALSE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-020781,N,1/28/16 12:31,2,1/28/16 12:32,1/1/01 0:00,D15.00,LEAVING THE SCENE OF A ACCIDENT ( PROPERTY DAMAGE ONLY ); TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,N202,TRUE,505 CENTRAL AVE;  ,JERSEY CITY,40.75186157,-74.04544067,1,S5HPNTSCZA
16-020788,S,1/28/16 12:39,2,1/28/16 12:41,1/28/16 12:49,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,S402,FALSE,206 BIDWELL AVE;  ,JERSEY CITY,40.70708084,-74.08439636,1,S5HPNTSCZA
16-020788,S,1/28/16 12:39,2,1/28/16 12:41,1/28/16 12:49,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,6,S202,TRUE,206 BIDWELL AVE;  ,JERSEY CITY,40.70708084,-74.08439636,1,S5HPNTSCZA
16-020793,N,1/28/16 12:44,2,1/28/16 12:46,1/28/16 13:11,C18.00,BURGLARY RESIDENTIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,N502,TRUE,40 SOUTH ST;  ,JERSEY CITY,40.74796677,-74.04320526,1,S5HPNTSCZA
16-020794,S,1/28/16 12:45,2,1/28/16 12:47,1/1/01 0:00,H31.00,PERSON DOWN/CAUSE UNKNOWN; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,2,S302,TRUE,CLAREMONT AVE & MARTIN LUTHER KING DR;  ,JERSEY CITY,40.70981979,-74.08027649,1,SX
16-020797,W,1/28/16 12:49,2,1/28/16 12:52,1/28/16 13:18,G23.00,FOUND CDS/PARAPHERNALIA; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,W402,TRUE,851 BERGEN AVE; 4E (4 FL),JERSEY CITY,40.72863388,-74.06697083,1,S5HPNTSCZA
16-020799,S,1/28/16 12:51,2,1/28/16 12:52,1/28/16 12:51,J29.00,OFF ON INVESTIGATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,S402,FALSE,280 GROVE ST;  ,JERSEY CITY,40.7179718,-74.04375458,1,S5HPNTSCZA
16-020799,S,1/28/16 12:51,2,1/28/16 12:52,1/28/16 12:51,J29.00,OFF ON INVESTIGATION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,SSBUR1,TRUE,280 GROVE ST;  ,JERSEY CITY,40.7179718,-74.04375458,1,S5HPNTSCZA
16-020802,W,1/28/16 12:53,2,1/28/16 12:54,1/28/16 12:53,J14.00,MEAL; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W202,TRUE,1 JACKSON AVE;  ,JERSEY CITY,40.71671677,-74.07403564,1,S5HPNTSC-A
16-020804,S,1/28/16 12:58,2,1/28/16 13:00,1/1/01 0:00,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,S502,TRUE,175 ORIENT AVE;  ,JERSEY CITY,40.71242142,-74.08364105,1,S5HPNTSCZA
16-020807,W,1/28/16 13:01,2,1/28/16 13:02,1/28/16 13:14,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W602,TRUE,BERGEN AVE & GIFFORD AVE;  ,JERSEY CITY,40.72029114,-74.0734024,1,SX
16-020808,E,1/28/16 13:02,2,1/28/16 13:04,1/28/16 13:32,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,E602,TRUE,234 16TH ST;  ,JERSEY CITY,40.73334503,-74.04314423,1,S5HPNTSCZA
16-020810,W,1/28/16 13:05,2,1/28/16 13:07,1/28/16 13:54,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,3,W402,TRUE,1000 COMMUNIPAW AVE;  ,JERSEY CITY,40.72483063,-74.09195709,1,S5HPNTSCZA
16-020811,N,1/28/16 13:06,2,1/28/16 13:10,1/1/01 0:00,E11.00,DISORDERLY CONDUCT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,N202,TRUE,260 CENTRAL AVE;  ,JERSEY CITY,40.7437439,-74.05081177,1,S5HPNTSCZA
16-020812,N,1/28/16 13:06,2,1/28/16 13:07,1/28/16 13:06,J32.00,PSN - PROJECT SAFE NEIGHBORHOODS; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N102,TRUE,3530 KENNEDY BLVD;  ,JERSEY CITY,40.75237274,-74.05258179,1,S5HPNTSC-A
16-020814,E,1/28/16 13:07,2,1/28/16 13:10,1/28/16 13:17,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E802,FALSE,309 VARICK ST;  ,JERSEY CITY,40.71936035,-74.04925537,1,S5HPNTSCZA
16-020814,E,1/28/16 13:07,2,1/28/16 13:10,1/28/16 13:17,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E402,TRUE,309 VARICK ST;  ,JERSEY CITY,40.71936035,-74.04925537,1,S5HPNTSCZA
16-020816,S,1/28/16 13:09,2,1/28/16 13:10,1/28/16 13:09,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,3,S502,TRUE,GRANT AVE & BERGEN AVE;  ,JERSEY CITY,40.71072006,-74.08341217,1,SX
16-020822,W,1/28/16 13:15,2,1/28/16 13:16,1/28/16 13:26,A22.20,ROB PERSON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,CSCSGT,FALSE,192 CLINTIN AVE (CLINTON AVE);  ,JERSEY CITY,40.71892166,-74.07865143,1,S5HPNTSCZA
16-020822,W,1/28/16 13:15,2,1/28/16 13:16,1/28/16 13:26,A22.20,ROB PERSON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,WPSGT,FALSE,192 CLINTIN AVE (CLINTON AVE);  ,JERSEY CITY,40.71892166,-74.07865143,1,S5HPNTSCZA
16-020822,W,1/28/16 13:15,2,1/28/16 13:16,1/28/16 13:26,A22.20,ROB PERSON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,WINV21,FALSE,192 CLINTIN AVE (CLINTON AVE);  ,JERSEY CITY,40.71892166,-74.07865143,1,S5HPNTSCZA
16-020822,W,1/28/16 13:15,2,1/28/16 13:16,1/28/16 13:26,A22.20,ROB PERSON; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,2,WPC3D,TRUE,192 CLINTIN AVE (CLINTON AVE);  ,JERSEY CITY,40.71892166,-74.07865143,1,S5HPNTSCZA
16-020828,N,1/28/16 13:19,2,1/28/16 13:21,1/28/16 13:19,J23.00,DISABLED POLICE VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NK98E,TRUE,PERSHING FIELD & PERSHING PLZ;  ,JERSEY CITY,0,0,0,NOT FOUND
16-020830,W,1/28/16 13:20,2,1/28/16 13:24,1/28/16 14:08,B21.20,MERCHANT/CUSTOMER DISPUTE; IN PROGRESS AND/OR ACTOR ON SCENE; INJURY NOT APPLICABLE,PH,3,W502,TRUE,192 HARRISON AVE;  ,JERSEY CITY,40.719944,-74.07675171,1,S5HPNTSCZA
16-020831,W,1/28/16 13:20,2,1/28/16 13:21,1/28/16 13:21,J12.00,COURT OFF AT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W102,FALSE,595 NEWARK AVE;  ,JERSEY CITY,40.7321434,-74.05716705,1,S5HPNTSCZA
16-020831,W,1/28/16 13:20,2,1/28/16 13:21,1/28/16 13:21,J12.00,COURT OFF AT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,W202,TRUE,595 NEWARK AVE;  ,JERSEY CITY,40.7321434,-74.05716705,1,S5HPNTSCZA
16-020834,N,1/28/16 13:24,2,1/28/16 13:31,1/28/16 13:52,F16.00,SUSPICIOUS PERSON/CONDITION; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,N302,TRUE,119 TERRACE AVE;  ,JERSEY CITY,40.75046921,-74.05773926,1,S5HPNTSCZA
16-020837,E,1/28/16 13:29,2,1/28/16 13:31,1/28/16 13:43,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,E202,TRUE,NEWARK AVE & 4TH ST;  ,JERSEY CITY,40.72452164,-74.05084229,1,SX
16-020838,W,1/28/16 13:31,2,1/28/16 13:33,1/28/16 14:03,D16.00,SIGN DOWN/TRAFFIC LIGHT OUT OF ORDER; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,7,W602,TRUE,US 1&9 (US HWY 1&9) & SIP AVE;  ,JERSEY CITY,0,0,0,NOT FOUND
16-020841,N,1/28/16 13:35,2,1/28/16 13:36,1/28/16 13:35,J26.00,OTHER ADMIN POLICE ACTIVITY; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N702,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-020845,W,1/28/16 13:37,2,1/28/16 13:39,1/28/16 13:47,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,WSLAF1,TRUE,500 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71530914,-74.07478333,1,S5HP-TSC-A
16-020848,S,1/28/16 13:39,2,1/28/16 13:45,1/28/16 14:26,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,S202,TRUE,2 GARFIELD AVE;  ,JERSEY CITY,40.6857605,-74.09968567,1,S5HPNTSCZA
16-020849,N,1/28/16 13:40,2,1/28/16 13:42,1/28/16 13:57,D11.00,MOTOR VEHICLE ACCIDENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,3,N102,TRUE,NEWARK AVE & JAMES AVE;  ,JERSEY CITY,40.73765945,-74.0728302,1,SX
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,WXO,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,WPSGT,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,WI20,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,WDET,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,CSCSGT,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,CIC,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,CF5,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,CE3E,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,CBCI1,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,W402,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,W502,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,W403,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,W203,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,WK99E,FALSE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020866,W,1/28/16 14:04,2,1/28/16 14:06,1/28/16 14:17,F21.00,SLUMPER IN VEHICLE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,1,W702,TRUE,91 STUYVESANT AVE;  ,JERSEY CITY,40.73034668,-74.07238007,1,S5HPNTSCZA
16-020870,N,1/28/16 14:15,2,1/28/16 14:18,1/28/16 14:16,J17.00,DISTRICT MISSION / ASSIGNMENT; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N602,TRUE,282 CENTRAL AVE;  ,JERSEY CITY,40.74448395,-74.05031586,1,S5HPNTSCZA
16-020871,E,1/28/16 14:17,2,1/28/16 14:18,1/28/16 15:34,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,E303,FALSE,COLGATE (COLGATE ST) & 2ND ST;  ,JERSEY CITY,40.72346115,-74.05232239,1,SX
16-020871,E,1/28/16 14:17,2,1/28/16 14:18,1/28/16 15:34,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,E202,TRUE,COLGATE (COLGATE ST) & 2ND ST;  ,JERSEY CITY,40.72346115,-74.05232239,1,SX
16-020872,N,1/28/16 14:17,2,1/28/16 14:18,1/28/16 14:18,J19.00,SCHOOL CROSSING; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,N802,TRUE,SOUTH ST & CAMBRIDGE AVE;  ,JERSEY CITY,40.74898911,-74.04614258,2,SX
16-020873,N,1/28/16 14:18,2,1/28/16 14:19,1/28/16 14:18,J19.00,SCHOOL CROSSING; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,9,NSRO1,TRUE,SAINT PAUL (ST PAULS AVE) & HURON AVE;  ,JERSEY CITY,40.73752975,-74.0618515,1,SX
16-020874,S,1/28/16 14:18,2,1/28/16 14:20,1/1/01 0:00,C31.00,BURG ALARM COMMERCIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,4,S402,TRUE,177 MARTIN LUTHER KING DR;  ,JERSEY CITY,40.70596313,-74.08496094,1,S5HP-TSC-A
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,NSGT,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,NP27,TRUE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,NK98E,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,N702,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,N402,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,N302,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020877,N,1/28/16 14:23,2,1/28/16 14:24,1/28/16 14:23,H35.00,OTHER ASSISTANCE; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,SI,6,N202,FALSE,2 PALISADE AVE;  ,JERSEY CITY,40.72991562,-74.05512238,1,S5HPNTSCZA
16-020879,W,1/28/16 14:27,2,1/28/16 14:29,1/28/16 14:56,A11.00,ASSAULT WEAPON; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,PH,5,EMCDTL,TRUE,FORREST ST & MARTIN LUTHER KING DR;  ,JERSEY CITY,40.71295929,-74.07704163,1,SX
16-020880,N,1/28/16 14:27,2,1/28/16 14:29,1/28/16 15:47,C18.00,BURGLARY RESIDENTIAL PROP; TIME ELAPSED NOT APPLICABLE; INJURY NOT APPLICABLE,911,6,N303,TRUE,10 RESERVE AVE; GROUND FL  ,JERSEY CITY,40.74764252,-74.06006622,1,S5HPNTSCZA
